1;0.0000;0.4771;2;12.027
2;1.7634;0.4771;2;7.524
3;0.0000;0.6021;4;5.190
4;0.6021;0.6021;4;18.963
5;1.6532;0.6021;5;11.841
6;1.4314;0.6021;4;20.103
7;1.4314;0.6021;7;12.62841667
8;2.0128;0.6021;5;20.60154545
9;2.1673;0.6021;3;13.624
10;0.7782;0.6021;2;8.920727273
11;1.7782;0.6021;8;24.749
12;0.0000;0.0000;3;21.09625
13;1.4624;1.4624;8;4.718272727
14;2.2095;1.4624;1;3.462647059
15;0.0000;1.4624;6;11.9681875
16;1.4314;1.4624;3;10.93553846
17;2.1673;1.2553;4;10.197
18;0.6021;1.2553;1;11.80357143
19;1.9912;1.0000;5;8.895
20;0.7782;1.0792;2;12.61127273
21;1.4914;1.0792;1;12.2691
22;1.1761;1.5051;2;18.271
23;0.4771;1.5051;4;12.88253846
24;2.5694;1.3802;5;10.3494
25;2.2095;1.3802;5;6.311333333
26;2.5478;1.3802;3;4.422
27;2.2095;1.3802;3;15.174
28;1.2041;1.3802;2;12.67028571
29;0.0000;1.3802;2;8.859272727
30;0.4771;1.2553;6;9.8435
31;2.3201;1.8062;2;6.911933333
32;0.6021;1.8062;5;17.69930769
33;2.3962;1.8062;2;18.53188889
34;1.4914;1.8062;2;3.431928571
35;1.3802;1.3979;2;15.61827273
36;0.0000;1.4314;3;13.7434
37;1.8751;1.8751;7;22.0363
38;0.0000;1.8751;4;8.248
39;2.2122;1.8751;11;12.96089474
40;0.4771;1.8751;3;14.83655556
41;1.0000;1.8751;3;14.2331875
42;1.0792;1.2304;8;13.91716667
43;2.5587;1.6628;5;9.39
44;1.3979;1.6628;4;13.44385
45;1.6628;1.6628;6;18.68370588
46;2.1106;1.7634;4;9.232
47;1.4914;1.6532;3;13.26544444
48;2.8513;1.6532;5;10.049
49;1.6532;1.6532;7;11.37042857
50;2.4518;1.1761;6;4.479769231
51;1.9777;2.3096;14;4.9365
52;1.3979;1.9777;8;5.273
53;2.2923;1.9777;4;4.802727273
54;1.4314;1.9777;4;7.0056
55;1.8865;2.0828;5;9.061380952
56;1.8865;2.0828;5;9.444875
57;1.9868;2.1106;2;8.6365
58;2.5105;2.1106;14;6.464740741
59;2.2041;2.1492;9;4.11
60;2.5478;2.1106;6;5.7744
61;1.4314;2.1106;5;10.34823529
62;1.8513;2.1847;4;6.474857143
63;2.6335;2.1847;3;7.081454545
64;2.0334;2.0334;2;6.014684211
65;1.3010;2.1847;3;5.693933333
66;2.0000;2.1847;2;20.35438889
67;2.1903;2.1903;2;4.0146
68;2.6812;2.1367;4;21.66306667
69;2.1492;2.2041;11;7.808138889
70;2.1139;2.1139;1;4.81525
71;0.6021;2.0828;5;11.32814286
72;1.9777;2.0828;5;9.413777778
73;2.0828;2.0828;4;9.218
74;1.0000;2.1271;5;10.33969231
75;3.0000;2.4639;5;5.9142
76;1.0000;2.4639;4;10.08985714
77;1.2041;2.4639;3;4.382
78;1.8195;2.4639;8;14.837625
79;1.6532;2.4639;11;11.29236364
80;1.0000;2.1461;9;4.491722222
81;2.1139;2.1461;9;9.7753
82;1.2041;2.1461;3;4.465
83;1.4314;1.9395;3;6.5495
84;1.2304;1.9395;5;12.9208
85;1.8865;1.9395;10;6.93334375
86;2.5478;2.3541;2;7.643
87;0.0000;2.3541;4;17.9526
88;2.6902;2.3541;7;15.489875
89;1.8195;2.0128;6;8.801230769
90;1.2041;2.0128;5;2.955142857
91;1.2041;2.0128;8;9.84025
92;1.7634;2.0128;7;13.3774
93;2.3032;2.1271;7;16.374
94;1.2041;2.1271;3;6.916461538
95;1.2304;2.1271;6;15.06658333
96;2.6532;2.2480;3;3.338823529
97;1.6021;2.2480;12;5.374
98;3.0000;2.2480;7;5.282714286
99;1.9868;2.5877;1;2.388642857
100;2.6435;2.2553;4;2.859